iterations,iterations_proportions,validAccuracies
2991,0.2,0.5971134814393257
5982,0.4,0.6645060320621995
8973,0.6,0.6940574876659706
11964,0.8,0.7064563779171705
14955,1.0,0.7186418549375871
17946,1.2,0.72227824900721
20937,1.4,0.7296765743410344
23928,1.6,0.7349867976717035
26919,1.8,0.7349240290744142
29910,2.0,0.7412803956932373
32901,2.2,0.7426864122725162
35892,2.4,0.7402509906976938
38883,2.6,0.7454398614069372
41874,2.8,0.7432848062333401
44865,3.0,0.7439375996451482
